#$Source: /home/bbennett/pass/archive/Posda/psv/private_dd.psv,v $
#$Date: 2015/01/28 22:24:19 $
#$Revision: 1.12 $
#
#
#Copyright 2008, Bill Bennett
# Part of the Posda package
# Posda may be copied only under the terms of either the Artistic License or the
# GNU General Public License, which may be found in the Posda Distribution,
# or at http://posda.com/License.html
#
(0019,"1.2.840.113681",10)|CR Image Params Common|ST|1
(0019,"1.2.840.113681",11)|CR Image IP Params Single|ST|1
(0019,"1.2.840.113681",12)|CR Image IP Params Left|ST|1
(0019,"1.2.840.113681",13)|CR Image IP Params Right|ST|1
(0087,"1.2.840.113708.794.1.1.2.0",10)|Media Type|CS|1
(0087,"1.2.840.113708.794.1.1.2.0",20)|Media Location|CS|1
(0087,"1.2.840.113708.794.1.1.2.0",50)|Estimated Retrieve Time|IS|1
(0009,"ACUSON",00)|?|IS|1
(0009,"ACUSON",01)|?|IS|1
(0009,"ACUSON",02)|?|UN|1
(0009,"ACUSON",03)|?|UN|1
(0009,"ACUSON",04)|?|UN|1
(0009,"ACUSON",05)|?|UN|1
(0009,"ACUSON",06)|?|UN|1
(0009,"ACUSON",07)|?|UN|1
(0009,"ACUSON",08)|?|LT|1
(0009,"ACUSON",09)|?|LT|1
(0009,"ACUSON",0a)|?|IS|1
(0009,"ACUSON",0b)|?|IS|1
(0009,"ACUSON",0c)|?|IS|1
(0009,"ACUSON",0d)|?|IS|1
(0009,"ACUSON",0e)|?|IS|1
(0009,"ACUSON",0f)|?|UN|1
(0009,"ACUSON",10)|?|IS|1
(0009,"ACUSON",11)|?|UN|1
(0009,"ACUSON",12)|?|IS|1
(0009,"ACUSON",13)|?|IS|1
(0009,"ACUSON",14)|?|LT|1
(0009,"ACUSON",15)|?|UN|1
(0003,"AEGIS_DICOM_2.00",00)|?|US|1-n
(0005,"AEGIS_DICOM_2.00",00)|?|US|1-n
(0009,"AEGIS_DICOM_2.00",00)|?|US|1-n
(0019,"AEGIS_DICOM_2.00",00)|?|US|1-n
(0029,"AEGIS_DICOM_2.00",00)|?|US|1-n
(1369,"AEGIS_DICOM_2.00",00)|?|US|1-n
(0009,"AGFA",10)|?|LO|1
(0009,"AGFA",11)|?|LO|1
(0009,"AGFA",13)|?|LO|1
(0009,"AGFA",14)|?|LO|1
(0009,"AGFA",15)|?|LO|1
(0029,"CAMTRONICS",10)|Commentline|LT|1
(0029,"CAMTRONICS",20)|Edge Enhancement Coefficient|DS|1
(0029,"CAMTRONICS",50)|Scene Text|LT|1
(0029,"CAMTRONICS",60)|Image Text|LT|1
(0029,"CAMTRONICS",70)|Pixel Shift Horizontal|IS|1
(0029,"CAMTRONICS",80)|Pixel Shift Vertical|IS|1
(0029,"CAMTRONICS",90)|?|IS|1
(0029,"CAMTRONICS IP",10)|?|LT|1
(0029,"CAMTRONICS IP",20)|?|UN|1
(0029,"CAMTRONICS IP",30)|?|UN|1
(0029,"CAMTRONICS IP",40)|?|UN|1
(0009,"CARDIO-D.R. 1.0",00)|File Location|UL|1
(0009,"CARDIO-D.R. 1.0",01)|File Size|UL|1
(0009,"CARDIO-D.R. 1.0",40)|Alternate Image Sequence|SQ|1
(0019,"CARDIO-D.R. 1.0",00)|Image Blanking Shape|CS|1
(0019,"CARDIO-D.R. 1.0",02)|Image Blanking Left Vertical Edge|IS|1
(0019,"CARDIO-D.R. 1.0",04)|Image Blanking Right Vertical Edge|IS|1
(0019,"CARDIO-D.R. 1.0",06)|Image Blanking Upper Horizontal Edge|IS|1
(0019,"CARDIO-D.R. 1.0",08)|Image Blanking Lower Horizontal Edge|IS|1
(0019,"CARDIO-D.R. 1.0",10)|Center of Circular Image Blanking|IS|1
(0019,"CARDIO-D.R. 1.0",12)|Radius of Circular Image Blanking|IS|1
(0019,"CARDIO-D.R. 1.0",30)|Maximum Image Frame Size|UL|1
(0021,"CARDIO-D.R. 1.0",13)|Image Sequence Number|IS|1
(0029,"CARDIO-D.R. 1.0",00)|Edge Enhancement Sequence|SQ|1
(0029,"CARDIO-D.R. 1.0",01)|Convolution Kernel Size|US|2
(0029,"CARDIO-D.R. 1.0",02)|Convolution Kernel Coefficients|DS|1-n
(0029,"CARDIO-D.R. 1.0",03)|Edge Enhancement Gain|DS|1
(0029,"DIGISCAN IMAGE",31)|?|US|1-n
(0029,"DIGISCAN IMAGE",32)|?|US|1-n
(0029,"DIGISCAN IMAGE",33)|?|LT|1
(0029,"DIGISCAN IMAGE",34)|?|LT|1
(7000,"DLX_ANNOT_01",04)|TextAnnotation|ST|1
(7000,"DLX_ANNOT_01",05)|Box|IS|2
(7000,"DLX_ANNOT_01",07)|ArrowEnd|IS|2
(0015,"DLX_EXAMS_01",01)|Stenosis Calibration Ratio|DS|1
(0015,"DLX_EXAMS_01",02)|Stenosis Magnification|DS|1
(0015,"DLX_EXAMS_01",03)|Cardiac Calibration Ratio|DS|1
(6000,"DLX_LKUP_01",01)|Gray Palette Color Lookup Table Descriptor|US|3
(6000,"DLX_LKUP_01",02)|Gray Palette Color Lookup Table Data|US|1
(0011,"DLX_PATNT_01",01)|Patient DOB|LT|1
(0019,"DLX_SERIE_01",01)|Angle Value L Arm|DS|1
(0019,"DLX_SERIE_01",02)|Angle Value P Arm|DS|1
(0019,"DLX_SERIE_01",03)|Angle Value C Arm|DS|1
(0019,"DLX_SERIE_01",04)|Angle Label L Arm|CS|1
(0019,"DLX_SERIE_01",05)|Angle Label P Arm|CS|1
(0019,"DLX_SERIE_01",06)|Angle Label C Arm|CS|1
(0019,"DLX_SERIE_01",07)|Procedure Name|ST|1
(0019,"DLX_SERIE_01",08)|Exam Name|ST|1
(0019,"DLX_SERIE_01",09)|Patient Size|SH|1
(0019,"DLX_SERIE_01",0a)|Record View|IS|1
(0019,"DLX_SERIE_01",10)|Injector Delay|DS|1
(0019,"DLX_SERIE_01",11)|Auto Inject|CS|1
(0019,"DLX_SERIE_01",14)|Acquisition Mode|IS|1
(0019,"DLX_SERIE_01",15)|Camera Rotation Enabled|CS|1
(0019,"DLX_SERIE_01",16)|Reverse Sweep|CS|1
(0019,"DLX_SERIE_01",17)|Spatial Filter Strength|IS|1
(0019,"DLX_SERIE_01",18)|Zoom Factor|IS|1
(0019,"DLX_SERIE_01",19)|X Zoom Center|IS|1
(0019,"DLX_SERIE_01",1a)|Y Zoom Center|IS|1
(0019,"DLX_SERIE_01",1b)|Focus|DS|1
(0019,"DLX_SERIE_01",1c)|Dose|CS|1
(0019,"DLX_SERIE_01",1d)|Side Mark|IS|1
(0019,"DLX_SERIE_01",1e)|Percentage Landscape|IS|1
(0019,"DLX_SERIE_01",1f)|Exposure Duration|DS|1
(00e1,"ELSCINT1",01)|Data Dictionary Version|US|1
(00e1,"ELSCINT1",14)|?|LT|1
(00e1,"ELSCINT1",22)|?|DS|2
(00e1,"ELSCINT1",23)|?|DS|2
(00e1,"ELSCINT1",24)|?|LT|1
(00e1,"ELSCINT1",25)|?|LT|1
(00e1,"ELSCINT1",40)|Offset From CT MR Images|SH|1
(0601,"ELSCINT1",00)|Implementation Version|SH|1
(0601,"ELSCINT1",20)|Relative Table Position|DS|1
(0601,"ELSCINT1",21)|Relative Table Height|DS|1
(0601,"ELSCINT1",30)|Surview Direction|SH|1
(0601,"ELSCINT1",31)|Surview Length|DS|1
(0601,"ELSCINT1",50)|Image View Type|SH|1
(0601,"ELSCINT1",70)|Batch Number|DS|1
(0601,"ELSCINT1",71)|Batch Size|DS|1
(0601,"ELSCINT1",72)|Batch Slice Number|DS|1
(0009,"FFP DATA",01)|CR Header Information|UN|1
(0019,"GE ??? From Adantage Review CS",30)|CR EDR Mode|LO|1
(0019,"GE ??? From Adantage Review CS",40)|CR Latitude|LO|1
(0019,"GE ??? From Adantage Review CS",50)|CR Group Number|LO|1
(0019,"GE ??? From Adantage Review CS",70)|CR Image Serial Number|LO|1
(0019,"GE ??? From Adantage Review CS",80)|CR Bar Code Number|LO|1
(0019,"GE ??? From Adantage Review CS",90)|CR Film Output Exposures|LO|1
(0009,"GEMS_ACQU_01",24)|?|DS|1
(0009,"GEMS_ACQU_01",25)|?|US|1
(0009,"GEMS_ACQU_01",3e)|?|US|1
(0009,"GEMS_ACQU_01",3f)|?|US|1
(0009,"GEMS_ACQU_01",42)|?|US|1
(0009,"GEMS_ACQU_01",43)|?|US|1
(0009,"GEMS_ACQU_01",f8)|?|US|1
(0009,"GEMS_ACQU_01",fb)|?|IS|1
(0019,"GEMS_ACQU_01",01)|?|LT|1
(0019,"GEMS_ACQU_01",02)|Number Of Cells In Detector|SL|1
(0019,"GEMS_ACQU_01",03)|Cell Number At Theta|DS|1
(0019,"GEMS_ACQU_01",04)|Cell Spacing|DS|1
(0019,"GEMS_ACQU_01",05)|?|LT|1
(0019,"GEMS_ACQU_01",06)|?|UN|1
(0019,"GEMS_ACQU_01",0e)|?|US|1
(0019,"GEMS_ACQU_01",0f)|Horizontal Frame Of Reference|DS|1
(0019,"GEMS_ACQU_01",11)|Series Contrast|SS|1
(0019,"GEMS_ACQU_01",12)|Last Pseq|SS|1
(0019,"GEMS_ACQU_01",13)|Start Number For Baseline|SS|1
(0019,"GEMS_ACQU_01",14)|End Number For Baseline|SS|1
(0019,"GEMS_ACQU_01",15)|Start Number For Enhanced Scans|SS|1
(0019,"GEMS_ACQU_01",16)|End Number For Enhanced Scans|SS|1
(0019,"GEMS_ACQU_01",17)|Series Plane|SS|1
(0019,"GEMS_ACQU_01",18)|First Scan RAS|LO|1
(0019,"GEMS_ACQU_01",19)|First Scan Location|DS|1
(0019,"GEMS_ACQU_01",1a)|Last Scan RAS|LO|1
(0019,"GEMS_ACQU_01",1b)|Last Scan Location|DS|1
(0019,"GEMS_ACQU_01",1e)|Display Field Of View|DS|1
(0019,"GEMS_ACQU_01",20)|?|DS|1
(0019,"GEMS_ACQU_01",22)|?|DS|1
(0019,"GEMS_ACQU_01",23)|Table Speed|DS|1
(0019,"GEMS_ACQU_01",24)|Mid Scan Time|DS|1
(0019,"GEMS_ACQU_01",25)|Mid Scan Flag|SS|1
(0019,"GEMS_ACQU_01",26)|Degrees Of Azimuth|SL|1
(0019,"GEMS_ACQU_01",27)|Gantry Period|DS|1
(0019,"GEMS_ACQU_01",2a)|Xray On Position|DS|1
(0019,"GEMS_ACQU_01",2b)|Xray Off Position|DS|1
(0019,"GEMS_ACQU_01",2c)|Number Of Triggers|SL|1
